Country,Age_Group,Gender,Daily_Screen_Time_Hours,Peak_Viewing_Hour,Content_Category,Device_Type,Subscription_Type,Platform,Weekly_Sessions,Average_Session_Duration_Minutes,Number_of_Platforms_Used,Internet_Connection,Content_Language_Preference,Binge_Watch_Frequency
Indonesia,Adults,Male,High,18,Comedy,Desktop,Basic,Amazon Prime Video,16,51,4,5G,Arabic,Weekly
Qatar,Adults,Male,Moderate,21,Documentary,Desktop,Standard,Netflix,8,48,4,Broadband,Portuguese,Weekly
Tunisia,Young Adults,Male,High,21,Action,Mobile,Premium,Disney+,22,58,3,ADSL,Hindi,Never
New Zealand,Adults,Female,Moderate,19,Romance,Mobile,Free,Disney+,9,55,3,5G,English,Daily
Malaysia,Adults,Female,High,20,Sports,Smart TV,Free,Disney+,18,54,2,4G LTE,Japanese,Daily
South Africa,Adults,Male,High,18,Comedy,Mobile,Free,Netflix,12,52,3,5G,Chinese,Never
China,Adults,Male,Moderate,23,Thriller,Smart TV,Standard,YouTube,9,33,2,4G LTE,Spanish,Monthly
Morocco,Children,Female,High,23,Sports,Mobile,Standard,Disney+,18,52,3,Fiber,French,2-3 Times Per Week
Ecuador,Adults,Male,High,18,Horror,Desktop,Basic,Amazon Prime Video,17,54,1,4G LTE,French,2-3 Times Per Week
Japan,Adults,Female,Moderate,19,Comedy,Tablet,Basic,Instagram,18,17,4,Broadband,Korean,Monthly
Egypt,Adults,Female,High,19,Thriller,Mobile,Premium,Instagram,18,27,1,4G LTE,Portuguese,2-3 Times Per Week
Sweden,Adults,Male,High,20,Documentary,Desktop,Basic,TikTok,16,18,5,5G,Spanish,Monthly
Morocco,Children,Male,High,19,Comedy,Desktop,Standard,YouTube,18,49,4,5G,Spanish,Weekly
Nigeria,Adults,Male,Moderate,18,Animation,Desktop,Standard,YouTube,14,33,2,5G,Korean,2-3 Times Per Week
Malaysia,Adults,Female,High,22,Thriller,Mobile,Premium,Amazon Prime Video,22,44,4,ADSL,Arabic,2-3 Times Per Week
Thailand,Adults,Female,High,20,Sports,Smart TV,Premium,Amazon Prime Video,14,52,4,4G LTE,German,2-3 Times Per Week
Ethiopia,Adults,Male,Moderate,20,Documentary,Smart TV,Premium,TikTok,12,38,3,Fiber,French,Never
Sweden,Adults,Female,High,23,Animation,Tablet,Premium,Disney+,20,48,4,Broadband,Arabic,Daily
United Kingdom,Children,Male,High,20,Animation,Tablet,Standard,YouTube,19,34,3,4G LTE,German,Monthly
Netherlands,Adults,Female,High,18,Comedy,Smart TV,Standard,YouTube,19,39,3,ADSL,Chinese,Multiple Times Per Week
Ecuador,Young Adults,Female,High,20,Animation,Tablet,Basic,Disney+,24,49,2,Fiber,Arabic,2-3 Times Per Week
Mexico,Children,Female,High,21,Thriller,Smart TV,Standard,Amazon Prime Video,20,50,4,5G,Portuguese,Daily
South Korea,Children,Female,Moderate,19,Action,Mobile,Free,Disney+,18,57,2,5G,Spanish,2-3 Times Per Week
Israel,Adults,Male,High,23,Sci-Fi,Mobile,Basic,TikTok,19,19,3,4G LTE,Arabic,Never
Israel,Adults,Male,High,21,Horror,Smart TV,Basic,Amazon Prime Video,20,59,3,ADSL,German,2-3 Times Per Week
Philippines,Children,Male,High,22,Thriller,Mobile,Standard,Disney+,20,63,3,ADSL,Hindi,Monthly
Tunisia,Children,Male,High,18,Horror,Tablet,Standard,Instagram,18,34,2,Broadband,English,Multiple Times Per Week
Brazil,Adults,Male,High,18,Sports,Smart TV,Basic,Disney+,21,45,2,Broadband,French,Daily
New Zealand,Adults,Male,High,21,Romance,Tablet,Free,Instagram,17,24,2,Broadband,French,2-3 Times Per Week
Vietnam,Young Adults,Female,High,18,Thriller,Desktop,Standard,TikTok,21,24,4,4G LTE,English,Monthly
Colombia,Children,Male,High,22,Drama,Tablet,Basic,TikTok,20,39,2,Fiber,Chinese,Weekly
Nigeria,Children,Male,High,19,Action,Desktop,Basic,YouTube,16,44,1,ADSL,Hindi,Daily
France,Adults,Female,High,23,Romance,Tablet,Standard,YouTube,19,48,4,4G LTE,Arabic,Daily
Ghana,Adults,Female,High,20,Romance,Smart TV,Premium,YouTube,22,37,2,Fiber,Korean,Weekly
Canada,Adults,Female,High,22,Thriller,Mobile,Basic,Instagram,21,20,4,Broadband,English,Monthly
Belgium,Adults,Female,Moderate,19,Horror,Desktop,Premium,Disney+,11,57,5,4G LTE,Arabic,Weekly
Israel,Adults,Male,Moderate,22,Documentary,Mobile,Standard,Netflix,8,46,4,Broadband,Chinese,2-3 Times Per Week
Saudi Arabia,Adults,Male,High,21,Comedy,Tablet,Basic,Amazon Prime Video,18,51,4,Fiber,Hindi,Never
Netherlands,Children,Female,High,19,Horror,Mobile,Premium,Instagram,19,38,5,Fiber,Hindi,2-3 Times Per Week
Turkey,Adults,Male,Moderate,19,Action,Tablet,Basic,TikTok,8,38,4,5G,Spanish,Daily
Qatar,Young Adults,Female,High,18,Sports,Smart TV,Premium,Instagram,24,31,2,5G,Chinese,Multiple Times Per Week
Tunisia,Adults,Female,High,19,Comedy,Smart TV,Standard,Disney+,14,64,2,Fiber,German,2-3 Times Per Week
New Zealand,Adults,Male,Moderate,18,Sports,Smart TV,Standard,Instagram,9,24,4,Fiber,Portuguese,Weekly
Turkey,Adults,Male,High,23,Comedy,Tablet,Free,Instagram,17,28,4,5G,English,Never
Malaysia,Adults,Female,High,22,Horror,Mobile,Standard,Netflix,10,54,4,4G LTE,German,Multiple Times Per Week
China,Young Adults,Male,High,23,Sports,Desktop,Premium,Instagram,23,24,3,Broadband,Japanese,Never
Chile,Adults,Male,High,18,Documentary,Mobile,Premium,Instagram,15,39,4,Fiber,German,2-3 Times Per Week
South Korea,Adults,Female,Moderate,20,Sports,Smart TV,Free,Netflix,9,63,5,Broadband,Japanese,Daily
Vietnam,Adults,Female,High,23,Documentary,Smart TV,Premium,Instagram,16,17,3,4G LTE,Arabic,Multiple Times Per Week
Philippines,Adults,Female,High,23,Action,Desktop,Standard,TikTok,9,34,2,4G LTE,Spanish,Daily
Nigeria,Children,Female,High,22,Horror,Mobile,Standard,YouTube,20,29,3,ADSL,Chinese,Never
Germany,Adults,Female,Moderate,21,Sci-Fi,Desktop,Free,TikTok,17,38,3,Fiber,English,Weekly
Turkey,Adults,Female,High,23,Action,Tablet,Standard,Instagram,22,15,4,5G,Chinese,Weekly
Malaysia,Young Adults,Female,High,19,Sci-Fi,Tablet,Standard,Amazon Prime Video,20,51,3,5G,Hindi,Weekly
Norway,Adults,Female,High,20,Animation,Smart TV,Premium,Instagram,20,27,3,5G,Chinese,Weekly
Sweden,Adults,Male,Moderate,18,Sports,Smart TV,Free,Instagram,10,26,3,ADSL,Spanish,Multiple Times Per Week
Sweden,Adults,Male,Moderate,23,Comedy,Desktop,Basic,Netflix,9,65,4,5G,French,2-3 Times Per Week
United Arab Emirates,Children,Male,High,18,Thriller,Desktop,Basic,Disney+,16,40,3,Fiber,German,2-3 Times Per Week
Ecuador,Young Adults,Male,High,18,Animation,Desktop,Standard,YouTube,21,42,2,4G LTE,Portuguese,2-3 Times Per Week
Argentina,Adults,Male,High,21,Drama,Mobile,Premium,YouTube,16,38,4,5G,Hindi,Monthly
Indonesia,Children,Male,High,23,Drama,Smart TV,Premium,Instagram,17,31,3,ADSL,Korean,Multiple Times Per Week
Japan,Children,Female,Moderate,20,Thriller,Tablet,Premium,Netflix,19,59,3,4G LTE,Arabic,2-3 Times Per Week
Ghana,Young Adults,Female,High,21,Thriller,Tablet,Standard,Amazon Prime Video,24,65,3,5G,English,Daily
Indonesia,Adults,Male,High,23,Sci-Fi,Smart TV,Free,TikTok,13,22,3,Fiber,Japanese,Daily
Israel,Adults,Female,High,18,Romance,Tablet,Premium,YouTube,13,36,5,4G LTE,Korean,Daily
United States,Young Adults,Female,High,21,Romance,Tablet,Standard,Amazon Prime Video,20,43,3,Broadband,Japanese,Daily
Ecuador,Adults,Female,High,18,Horror,Desktop,Premium,Netflix,19,52,2,Fiber,French,Multiple Times Per Week
China,Adults,Female,Moderate,23,Horror,Desktop,Free,TikTok,19,24,3,4G LTE,English,Multiple Times Per Week
Tunisia,Adults,Male,High,19,Animation,Smart TV,Premium,Disney+,17,62,1,5G,Arabic,Multiple Times Per Week
Thailand,Adults,Male,Moderate,22,Horror,Desktop,Basic,TikTok,10,39,3,ADSL,English,Daily
China,Children,Female,High,19,Documentary,Mobile,Basic,Netflix,20,51,3,Fiber,Japanese,Weekly
Morocco,Children,Male,High,18,Thriller,Tablet,Premium,Amazon Prime Video,18,60,4,ADSL,Spanish,2-3 Times Per Week
Vietnam,Adults,Male,High,22,Sci-Fi,Desktop,Basic,Netflix,21,50,3,Broadband,Japanese,Monthly
Thailand,Adults,Male,Moderate,19,Documentary,Smart TV,Premium,Disney+,8,60,3,5G,French,Weekly
Kenya,Young Adults,Male,High,23,Romance,Tablet,Basic,Amazon Prime Video,21,49,3,Broadband,Japanese,2-3 Times Per Week
Germany,Adults,Female,Moderate,18,Sports,Smart TV,Free,Instagram,18,20,4,Broadband,English,Never
Thailand,Adults,Male,High,22,Sports,Mobile,Premium,Amazon Prime Video,19,49,3,4G LTE,German,Never
Thailand,Adults,Male,High,18,Thriller,Smart TV,Free,Netflix,19,68,4,5G,French,Monthly
Peru,Young Adults,Male,High,21,Sci-Fi,Mobile,Free,Disney+,21,50,1,Fiber,Chinese,Multiple Times Per Week
Qatar,Adults,Female,High,19,Comedy,Smart TV,Standard,Amazon Prime Video,17,64,3,5G,Chinese,2-3 Times Per Week
Morocco,Adults,Male,High,21,Comedy,Desktop,Standard,TikTok,13,41,3,Broadband,Portuguese,Weekly
Morocco,Children,Female,High,19,Sports,Mobile,Free,Amazon Prime Video,16,42,3,4G LTE,English,Weekly
Canada,Adults,Male,High,23,Documentary,Mobile,Premium,Instagram,14,34,2,4G LTE,Korean,2-3 Times Per Week
Colombia,Adults,Female,High,19,Documentary,Smart TV,Basic,TikTok,20,22,4,ADSL,Portuguese,2-3 Times Per Week
Italy,Young Adults,Female,High,19,Sci-Fi,Mobile,Free,Instagram,23,21,3,ADSL,German,2-3 Times Per Week
Italy,Young Adults,Male,High,19,Sports,Tablet,Premium,Amazon Prime Video,20,49,4,ADSL,French,Multiple Times Per Week
Israel,Adults,Female,Moderate,19,Thriller,Tablet,Premium,YouTube,11,46,4,Fiber,Japanese,2-3 Times Per Week
Israel,Young Adults,Male,High,20,Thriller,Mobile,Free,Instagram,20,32,4,Fiber,French,Monthly
United Arab Emirates,Children,Male,High,18,Romance,Desktop,Premium,Disney+,19,59,4,ADSL,German,Monthly
Chile,Adults,Male,High,19,Animation,Tablet,Standard,YouTube,18,33,4,Fiber,Korean,2-3 Times Per Week
Indonesia,Adults,Male,High,19,Animation,Mobile,Free,TikTok,8,35,3,5G,Korean,Daily
Thailand,Adults,Female,High,18,Sports,Desktop,Standard,Disney+,13,52,3,Broadband,Arabic,Never
Australia,Adults,Female,Moderate,22,Sci-Fi,Desktop,Premium,YouTube,8,37,2,5G,Chinese,Monthly
Australia,Adults,Male,Moderate,18,Documentary,Smart TV,Standard,Amazon Prime Video,10,58,3,Fiber,Chinese,Multiple Times Per Week
Brazil,Adults,Male,High,23,Romance,Tablet,Free,Netflix,13,55,3,Broadband,Hindi,Weekly
Saudi Arabia,Children,Female,High,23,Sports,Tablet,Free,Amazon Prime Video,20,63,4,Fiber,Korean,2-3 Times Per Week
Peru,Adults,Female,High,18,Drama,Smart TV,Basic,Disney+,19,56,2,5G,Korean,Daily
Kenya,Young Adults,Male,High,22,Thriller,Smart TV,Free,Instagram,23,39,2,4G LTE,Japanese,Never
Peru,Children,Male,High,22,Animation,Mobile,Basic,Netflix,19,57,2,5G,Japanese,2-3 Times Per Week
Ethiopia,Children,Male,High,18,Documentary,Tablet,Basic,Instagram,18,23,2,Fiber,Japanese,Daily
Netherlands,Young Adults,Female,High,20,Documentary,Smart TV,Premium,Amazon Prime Video,20,49,3,Broadband,German,Weekly
Vietnam,Children,Female,High,18,Sports,Tablet,Basic,Instagram,18,38,2,Broadband,Portuguese,Monthly
Japan,Young Adults,Female,Moderate,20,Animation,Desktop,Basic,Netflix,24,49,4,5G,English,2-3 Times Per Week
Pakistan,Children,Female,High,22,Sports,Tablet,Premium,Instagram,17,28,1,Broadband,Portuguese,Monthly
Germany,Adults,Female,Moderate,21,Animation,Tablet,Standard,Disney+,13,56,3,ADSL,German,Never
United States,Young Adults,Female,High,21,Sports,Tablet,Basic,Disney+,20,41,4,ADSL,Spanish,Monthly
Ethiopia,Children,Male,High,22,Romance,Desktop,Free,Netflix,19,66,1,Broadband,Spanish,2-3 Times Per Week
United Kingdom,Young Adults,Female,High,22,Animation,Desktop,Free,Amazon Prime Video,22,47,2,5G,German,2-3 Times Per Week
Pakistan,Adults,Female,Moderate,21,Action,Mobile,Free,Instagram,10,23,2,4G LTE,English,2-3 Times Per Week
Peru,Young Adults,Male,High,21,Documentary,Mobile,Premium,Disney+,24,61,1,Broadband,Chinese,Weekly
Pakistan,Children,Female,High,18,Action,Tablet,Basic,Disney+,20,40,1,4G LTE,Portuguese,Multiple Times Per Week
France,Adults,Male,Moderate,19,Animation,Tablet,Standard,Instagram,9,39,4,Fiber,Arabic,Daily
Saudi Arabia,Adults,Male,High,23,Sports,Tablet,Basic,Disney+,20,54,5,5G,Chinese,Weekly
Philippines,Adults,Female,High,23,Documentary,Mobile,Premium,TikTok,14,39,4,Broadband,Spanish,Never
United Arab Emirates,Adults,Female,High,22,Horror,Smart TV,Free,Netflix,22,46,3,Broadband,Korean,Multiple Times Per Week
Sweden,Adults,Female,High,23,Romance,Desktop,Free,Amazon Prime Video,22,64,3,ADSL,English,Weekly
Ecuador,Young Adults,Male,High,20,Documentary,Smart TV,Basic,Instagram,22,16,1,5G,German,Multiple Times Per Week
Ecuador,Children,Male,High,21,Thriller,Mobile,Free,Netflix,20,65,3,ADSL,Spanish,Monthly
Ethiopia,Adults,Male,High,22,Documentary,Desktop,Basic,Netflix,19,46,1,4G LTE,Japanese,2-3 Times Per Week
Spain,Adults,Male,Moderate,23,Romance,Desktop,Standard,Amazon Prime Video,11,63,3,4G LTE,Chinese,Never
Indonesia,Adults,Male,High,22,Thriller,Smart TV,Standard,Disney+,22,41,3,4G LTE,Japanese,Weekly
China,Adults,Male,Moderate,21,Thriller,Desktop,Standard,Amazon Prime Video,9,58,4,Fiber,German,Multiple Times Per Week
Ethiopia,Young Adults,Female,High,21,Action,Tablet,Free,TikTok,24,32,2,Broadband,French,Daily
Canada,Adults,Female,Moderate,19,Horror,Mobile,Basic,Amazon Prime Video,10,53,4,5G,French,Never
Indonesia,Children,Female,High,19,Thriller,Mobile,Standard,Amazon Prime Video,16,65,2,Fiber,Hindi,Never
Bangladesh,Adults,Female,Moderate,21,Thriller,Tablet,Standard,TikTok,8,24,2,5G,German,Daily
United Arab Emirates,Adults,Female,High,22,Sports,Tablet,Basic,Amazon Prime Video,21,48,4,Fiber,Spanish,Never
Turkey,Adults,Male,High,21,Sci-Fi,Mobile,Basic,Netflix,19,61,2,Broadband,Korean,Never
China,Young Adults,Female,High,20,Animation,Mobile,Free,Disney+,23,48,4,4G LTE,Hindi,2-3 Times Per Week
Norway,Young Adults,Female,High,23,Comedy,Tablet,Premium,Netflix,23,55,2,ADSL,German,2-3 Times Per Week
Tunisia,Adults,Female,High,19,Sports,Mobile,Standard,TikTok,13,40,2,Fiber,Japanese,Monthly
Morocco,Adults,Male,High,22,Animation,Tablet,Standard,Netflix,16,61,2,5G,German,Monthly
Kenya,Adults,Female,High,19,Comedy,Mobile,Standard,Disney+,18,47,1,ADSL,Japanese,Multiple Times Per Week
India,Children,Female,High,21,Thriller,Desktop,Basic,YouTube,17,43,1,Broadband,Japanese,Never
South Africa,Adults,Male,High,19,Sports,Smart TV,Free,Amazon Prime Video,21,47,3,Fiber,Chinese,Daily
South Africa,Adults,Male,High,21,Sports,Mobile,Basic,Netflix,11,65,4,5G,French,Multiple Times Per Week
Indonesia,Young Adults,Male,High,20,Thriller,Smart TV,Premium,Instagram,22,32,3,Broadband,Arabic,Weekly
Norway,Adults,Male,Moderate,19,Animation,Smart TV,Free,Instagram,8,20,2,4G LTE,Hindi,Never
Spain,Adults,Female,High,19,Horror,Desktop,Standard,Netflix,14,67,2,Broadband,Japanese,Daily
Netherlands,Adults,Female,Moderate,21,Romance,Mobile,Free,TikTok,12,40,2,5G,German,Multiple Times Per Week
France,Adults,Male,High,22,Animation,Tablet,Basic,Amazon Prime Video,19,48,2,ADSL,Portuguese,Daily
Norway,Children,Male,High,20,Thriller,Mobile,Basic,Instagram,17,38,4,ADSL,Portuguese,2-3 Times Per Week
Ghana,Children,Female,High,20,Animation,Smart TV,Basic,Disney+,20,56,2,5G,French,2-3 Times Per Week
Sweden,Children,Female,High,18,Thriller,Tablet,Basic,Amazon Prime Video,16,44,3,4G LTE,French,Monthly
Saudi Arabia,Adults,Female,High,19,Horror,Tablet,Free,Amazon Prime Video,20,65,3,4G LTE,Spanish,Multiple Times Per Week
Saudi Arabia,Adults,Male,Moderate,18,Sci-Fi,Smart TV,Basic,Amazon Prime Video,9,43,2,5G,Japanese,2-3 Times Per Week
Canada,Adults,Female,Moderate,22,Action,Smart TV,Standard,Amazon Prime Video,11,65,4,4G LTE,English,2-3 Times Per Week
United Kingdom,Young Adults,Male,High,18,Sports,Mobile,Basic,Disney+,21,63,4,Broadband,Portuguese,Never
Ethiopia,Young Adults,Male,High,20,Sports,Smart TV,Free,Netflix,22,46,2,5G,French,Monthly
Japan,Young Adults,Male,Moderate,20,Thriller,Desktop,Free,TikTok,22,36,3,Broadband,French,Never
Israel,Children,Female,High,18,Documentary,Smart TV,Free,Instagram,18,28,5,4G LTE,Spanish,Never
United States,Adults,Male,Moderate,21,Documentary,Tablet,Premium,Netflix,8,68,4,Fiber,Chinese,2-3 Times Per Week
Egypt,Young Adults,Male,High,23,Action,Desktop,Free,Instagram,23,31,2,Broadband,German,Multiple Times Per Week
Colombia,Young Adults,Male,High,21,Action,Mobile,Basic,TikTok,22,40,3,Broadband,Arabic,Multiple Times Per Week
Saudi Arabia,Adults,Female,High,19,Horror,Tablet,Free,Amazon Prime Video,17,54,4,ADSL,Japanese,Daily
South Korea,Adults,Female,Moderate,21,Thriller,Mobile,Free,TikTok,11,35,4,5G,Portuguese,Never
Morocco,Children,Male,High,20,Comedy,Smart TV,Premium,Disney+,18,51,2,ADSL,Arabic,2-3 Times Per Week
Sweden,Adults,Female,High,19,Sports,Mobile,Standard,YouTube,20,47,3,5G,Japanese,Never
Vietnam,Adults,Male,High,21,Action,Tablet,Free,Amazon Prime Video,20,53,3,ADSL,English,2-3 Times Per Week
Morocco,Adults,Male,Moderate,18,Comedy,Smart TV,Free,Instagram,8,26,3,4G LTE,Hindi,Daily
Italy,Young Adults,Female,High,19,Sci-Fi,Tablet,Free,Netflix,20,54,4,4G LTE,English,Daily
Italy,Adults,Female,Moderate,20,Comedy,Tablet,Standard,Netflix,10,66,4,Fiber,French,Multiple Times Per Week
India,Adults,Female,High,19,Animation,Desktop,Premium,Amazon Prime Video,20,66,2,ADSL,English,Monthly
Sweden,Children,Male,High,21,Documentary,Desktop,Premium,Instagram,20,25,4,Fiber,Spanish,Weekly
Chile,Adults,Female,High,19,Drama,Mobile,Free,YouTube,20,45,4,Fiber,Spanish,Daily
Pakistan,Adults,Female,High,22,Action,Desktop,Free,Disney+,15,62,3,Broadband,English,Monthly
Thailand,Adults,Male,High,22,Documentary,Tablet,Standard,Disney+,19,57,4,4G LTE,Korean,Daily
Saudi Arabia,Adults,Female,High,23,Sports,Smart TV,Basic,TikTok,18,21,2,Broadband,Japanese,Weekly
Belgium,Adults,Female,Moderate,23,Comedy,Desktop,Premium,YouTube,9,33,5,4G LTE,Portuguese,Never
United States,Young Adults,Male,High,19,Animation,Mobile,Standard,YouTube,21,41,5,5G,Arabic,Monthly
United States,Adults,Female,Moderate,19,Romance,Desktop,Free,Instagram,10,15,3,Broadband,Portuguese,2-3 Times Per Week
Nigeria,Young Adults,Female,High,23,Sports,Desktop,Free,Disney+,21,53,3,ADSL,Spanish,2-3 Times Per Week
Thailand,Children,Male,High,19,Horror,Smart TV,Free,Disney+,20,41,2,4G LTE,Hindi,2-3 Times Per Week
Bangladesh,Children,Female,High,19,Romance,Mobile,Premium,Amazon Prime Video,17,49,2,Broadband,French,Never
Germany,Children,Female,High,22,Comedy,Tablet,Basic,Instagram,19,24,3,ADSL,French,2-3 Times Per Week
Saudi Arabia,Adults,Female,High,18,Comedy,Mobile,Premium,YouTube,21,39,4,5G,English,Weekly
India,Children,Male,High,22,Sci-Fi,Smart TV,Free,TikTok,16,21,3,Fiber,French,2-3 Times Per Week
Italy,Young Adults,Male,High,19,Sports,Smart TV,Premium,Disney+,20,50,4,Fiber,English,Multiple Times Per Week
New Zealand,Adults,Male,High,22,Horror,Tablet,Standard,TikTok,14,38,4,Fiber,Hindi,Never
Italy,Young Adults,Male,High,23,Sports,Mobile,Free,Netflix,23,60,4,Broadband,Portuguese,Daily
Argentina,Adults,Male,High,23,Action,Desktop,Basic,Amazon Prime Video,10,66,3,5G,Japanese,Monthly
Israel,Adults,Male,High,19,Documentary,Mobile,Standard,Instagram,19,25,3,ADSL,Chinese,Multiple Times Per Week
Kenya,Young Adults,Male,High,20,Animation,Mobile,Standard,Instagram,20,24,1,Fiber,English,Never
Bangladesh,Adults,Female,High,20,Animation,Mobile,Premium,Amazon Prime Video,16,65,2,ADSL,Japanese,Never
Turkey,Adults,Female,Moderate,21,Sci-Fi,Smart TV,Free,Instagram,11,17,2,ADSL,Portuguese,Monthly
Spain,Adults,Female,High,19,Documentary,Desktop,Premium,YouTube,14,29,3,ADSL,Spanish,Weekly
Nigeria,Children,Male,High,18,Comedy,Desktop,Premium,Instagram,17,32,2,Fiber,Hindi,Daily
Italy,Adults,Male,Moderate,20,Comedy,Desktop,Free,Amazon Prime Video,16,61,4,ADSL,Korean,Never
Kenya,Adults,Male,Moderate,22,Drama,Desktop,Premium,Netflix,9,56,3,4G LTE,Japanese,2-3 Times Per Week
Canada,Young Adults,Female,High,18,Action,Mobile,Basic,Amazon Prime Video,20,54,4,ADSL,Hindi,Multiple Times Per Week
Ethiopia,Young Adults,Male,High,23,Horror,Smart TV,Premium,Netflix,20,52,3,4G LTE,Chinese,Daily
Kenya,Adults,Male,Moderate,19,Comedy,Desktop,Basic,YouTube,13,36,1,4G LTE,Hindi,2-3 Times Per Week
Indonesia,Children,Female,High,22,Thriller,Smart TV,Basic,Instagram,17,34,2,4G LTE,Spanish,Monthly
United States,Adults,Female,Moderate,21,Horror,Tablet,Basic,Netflix,12,47,3,Broadband,Spanish,2-3 Times Per Week
United Arab Emirates,Young Adults,Female,High,18,Romance,Smart TV,Standard,TikTok,21,42,3,Fiber,English,Multiple Times Per Week
Japan,Adults,Female,Moderate,22,Horror,Desktop,Premium,Disney+,21,59,3,5G,Hindi,2-3 Times Per Week
Egypt,Adults,Female,Moderate,18,Drama,Desktop,Basic,Disney+,8,46,2,4G LTE,Japanese,Monthly
Sweden,Adults,Male,High,22,Sci-Fi,Smart TV,Free,Netflix,15,56,4,4G LTE,German,Multiple Times Per Week
France,Adults,Male,Moderate,22,Sports,Mobile,Premium,YouTube,8,25,3,5G,Chinese,Monthly
Brazil,Children,Female,High,18,Thriller,Desktop,Basic,Amazon Prime Video,17,51,3,5G,Arabic,Daily
Belgium,Adults,Male,Moderate,20,Comedy,Smart TV,Free,Netflix,8,58,4,ADSL,Chinese,Weekly
Japan,Young Adults,Male,Moderate,20,Horror,Desktop,Standard,Netflix,24,57,2,4G LTE,Korean,Never
Norway,Children,Male,High,18,Drama,Mobile,Basic,Netflix,18,57,2,Fiber,Arabic,Multiple Times Per Week
South Africa,Adults,Female,High,22,Sci-Fi,Tablet,Free,Instagram,16,38,4,4G LTE,Hindi,Daily
South Korea,Children,Male,Moderate,19,Horror,Desktop,Premium,Netflix,17,60,3,5G,French,Monthly
Thailand,Adults,Male,High,22,Documentary,Mobile,Basic,Amazon Prime Video,19,46,3,4G LTE,English,Never
Turkey,Adults,Female,High,23,Comedy,Smart TV,Premium,Disney+,17,50,2,5G,Arabic,2-3 Times Per Week
Chile,Young Adults,Male,High,23,Comedy,Tablet,Free,YouTube,20,44,3,ADSL,Portuguese,Multiple Times Per Week
Australia,Children,Male,High,21,Sci-Fi,Mobile,Standard,Netflix,16,63,2,5G,Hindi,Multiple Times Per Week
Mexico,Young Adults,Male,High,19,Romance,Tablet,Free,Disney+,22,44,3,Broadband,German,Monthly
Argentina,Children,Female,High,21,Drama,Desktop,Free,Netflix,17,47,3,5G,English,Multiple Times Per Week
Peru,Adults,Male,High,21,Horror,Desktop,Standard,Disney+,16,49,1,Broadband,Japanese,Daily
United Kingdom,Adults,Female,High,20,Horror,Smart TV,Standard,TikTok,18,36,3,Broadband,Chinese,Daily
Norway,Adults,Male,High,23,Romance,Mobile,Standard,Disney+,19,50,3,Broadband,Arabic,2-3 Times Per Week
